ID,title,author,rating,format
b2216,Easy Origami (Dover Origami Papercraft)over 30 simple projects,John Montroll,,Paperback
b2217,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.7,Paperback
b2218,I Love You Stinky Face,Lisa Mccourt and ,,Board book
b2219,DBT® Skills Training Manual Second Edition,Marsha M. Linehan,,Paperback
b2220,Green Lantern: Earth One Vol. 1,Gabriel Hardman and ,,Hardcover
b2221,"I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""",Brené Brown,4.6,Paperback
b2222,The Legend of Zelda Encyclopedia,Nintendo,,Hardcover
b2223,NIV Beautiful Word Coloring Bible Hardcover: Hundreds of Verses to Color,Zondervan,4.5,Hardcover
b2224,I'll Never Change My Name: An Immigrant's American Dream from Ukraine to the USA to Dancing with the Stars,Valentin Chmerkovskiy,3.9,Hardcover
b2225,Shelter in Place,Nora Roberts,,Hardcover
b2226,1-3: George's Secret Key Paperback Collection: George's Secret Key to the Universe; George's Cosmic Treasure Hunt; George and the Big Bang,Lucy Hawking and ,4.8,Paperback
b2227,WomanCode: Perfect Your Cycle Amplify Your Fertility Supercharge Your Sex Drive and Become a Power Source,Alisa Vitti,4.4,Paperback
b2228,Big Nate: Silent But Deadly,Lincoln Peirce,4.9,Paperback
b2229,Bright Line Eating: The Science of Living Happy Thin & Free,Peirce Thompson,4.5,Hardcover
b2230,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting (now with Bébé Day by Day: 100 Keys to French Parenting),Pamela Druckerman,4.7,Paperback
b2231,Step-Up to Medicine (Step-Up Series),Steven S. Agabegi and ,,Paperback
b2232,Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life,Gabrielle Bernstein,4.3,Hardcover
b2233,I'm Not Sleepy! (Baby Owl),Jonathan Allen,,Board book
b2234,Cracking the AP Calculus AB Exam 2018 Premium Edition (College Test Preparation),Princeton Review,5,Paperback
b2235,How to Draw Pokemon,Tracey West,,Paperback
b2236,Cracking the AP U.S. Government & Politics Exam 2018 Premium Edition (College Test Preparation),Princeton Review,4.7,Paperback
b2237,2018 Rand McNally EasyFinder® Midsize Road Atlas (Rand McNally EasyFinder Road Atlas),Rand McNally,4,Spiral-bound
b2238,Black Girls Rock!: Owning Our Magic. Rocking Our Truth.,Beverly Bond,5,Hardcover
b2239,I Said No! A Kid-to-kid Guide to Keeping Private Parts Private,Kimberly King and ,4.4,Perfect Paperback
b2240,How To Play Keyboard: A Complete Guide for Absolute Beginners,Ben Parker,4.3,Paperback
b2241,It's OK That You're Not OK: Meeting Grief and Loss in a Culture That Doesn't Understand,Megan Devine and ,4.8,Paperback
b2242,The Big Book of Kombucha: Brewing Flavoring and Enjoying the Health Benefits of Fermented Tea,Hannah Crum and ,4.9,Paperback
b2243,Awaken: 90 Days with the God who Speaks,Priscilla Shirer,4.8,Hardcover
b2244,Preschool Practice Scissors Skills Workbook Ages 3-5 playful learning sharpens fine motor skills & eye-hand coordination,Joan Hoffman and ,4.5,Perfect Paperback
b2245,The Wild Unknown Animal Spirit Deck and Guidebook (Official Keepsake Box Set),Kim Krans,,Hardcover
b2246,Sometimes I Lie: A Novel,Alice Feeney,4.1,Hardcover
b2247,Force of Nature: A Novel,Jane Harper,4.2,Hardcover
b2248,Office 2016 All-In-One For Dummies,Peter Weverka,4.3,Paperback
b2249,Mad Libs on the Road,Roger Price and ,4.8,Paperback
b2250,An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),Gareth James and ,,Hardcover
b2251,Katie Daisy 2017 – 2018 On-the-Go Weekly Planner: 17-Month Calendar with Pocket,Katie Daisy and ,4.6,Calendar
b2252,The Kite Runner,Khaled Hosseini,4.7,Paperback
b2253,Baby 411: Clear Answers & Smart Advice for Your Baby's First Year,Ari Brown and ,,Paperback
b2254,Jesus Always: Embracing Joy in His Presence (Jesus Calling®),Sarah Young,4.9,Hardcover
b2255,Teach Yourself to Play Guitar: A Quick and Easy Introduction for Beginners,David M. Brewster,4.2,Paperback
b2256,The Advantage: Why Organizational Health Trumps Everything Else In Business,Patrick M. Lencioni,4.7,Hardcover
b2257,the princess saves herself in this one,Amanda Lovelace and ,4.5,Paperback
b2258,John Derian Picture Book,John Derian,4.7,Hardcover
b2259,I Dissent: Ruth Bader Ginsburg Makes Her Mark,Debbie Levy and ,4.9,Hardcover
b2260,Getting the Best of Your Dissertation: Practical Perspectives for Effective Research,Dave Harris,5,Kindle Edition
b2261,Culturally Responsive Teaching and The Brain: Promoting Authentic Engagement and Rigor Among Culturally and Linguistically Diverse Students,Zaretta L. Hammond,4.6,Paperback
b2262,Mastering Ubuntu Server,Jay LaCroix,4.4,Paperback
b2263,Mastering Adobe Captivate 2017 - Fourth Edition: Create professional SCORM-compliant eLearning content with Adobe Captivate,Dr. Pooja Jaisingh and ,3.8,Paperback
b2264,Hale's Medications & Mothers' Milk: 2019,Dr. Thomas W. Hale PhD,,Paperback
b2265,Mastering Python Networking: Your one stop solution to using Python for network automation DevOps and SDN,Eric Chou,4.6,Paperback
b2266,JIRA 7 Essentials - Fourth Edition,Patrick Li,,Paperback
b2267,Aru Shah and the End of Time (A Pandava Novel Book 1) (Pandava Series),Roshani Chokshi,,Hardcover
b2268,The South's Best Butts: Pitmaster Secrets for Southern Barbecue Perfection,Matt Moore,4.7,Flexibound
b2269,Neural Networks with R: Smart models using CNN RNN deep learning and artificial intelligence principles,Giuseppe Ciaburro and ,5,Paperback
b2270,An Innocent Client (Joe Dillard Series Book 1),Phoenix Flying  Inc.,4.5,Kindle Edition
b2271,Windows Server 2016 Automation with PowerShell Cookbook - Second Edition: Automate manual administrative tasks with ease,Thomas Lee,5,Paperback
b2272,Mastering Active Directory: Understand the Core Functionalities of Active Directory Services Using Microsoft Server 2016 and PowerShell,Dishan Francis,,Paperback
b2273,Best Day Ever: A Riveting Psychological Thriller about the Perfect Marriage,Kaira Rouda,4.2,Hardcover
b2274,The Code Book: The Secrets Behind Codebreaking,Simon Singh,4.4,Paperback
b2275,Extreme Killing: Understanding Serial and Mass Murder,James Alan Fox and ,3.9,Paperback
b2276,Las Vegas Girl: A Gripping Suspenseful Crime Novel,Leslie Wolfe,4.6,Kindle Edition
b2277,Azure for Architects: Implementing cloud design DevOps IoT and serverless solutions on your public cloud,Ritesh Modi,4.6,Paperback
b2278,Mastering TensorFlow 1.x: Advanced machine learning and deep learning concepts using TensorFlow 1.x and Keras,Armando Fandango,,Paperback
b2279,The Man of Legends,Kenneth Johnson,4.3,Paperback
b2280,Within Reach: A Novel,Barbara Delinsky,4,Paperback
b2281,Linux Device Drivers Development: Develop customized drivers for embedded Linux,John Madieu,4.7,Paperback
b2282,Medical Assistant Exam Prep: Practice Test + Proven Strategies (Kaplan Medical Assistant Exam Review),Kaplan Nursing,5,Paperback
b2283,AWS Automation Cookbook: Continuous Integration and Continuous Deployment using AWS services,Nikit Swaraj,5,Paperback
b2284,The Sound of Rain (Nicole Foster Thriller),Gregg Olsen,4.2,Paperback
b2285,Life at the Dakota: New York's Most Unusual Address,Stephen Birmingham,3.9,Paperback
b2286,438 Days: An Extraordinary True Story of Survival at Sea,Jonathan Franklin,4.7,Paperback
b2287,Mustard Seed,Laila Ibrahim,4.5,Paperback
b2288,Mastering Kubernetes: Large scale container deployment and management,Gigi Sayfan,5,Paperback
b2289,C++17 STL Cookbook: Discover the latest enhancements to functional programming and lambda expressions,Jacek Galowicz,3.9,Paperback
b2290,Five Presidents: My Extraordinary Journey with Eisenhower Kennedy Johnson Nixon and Ford,Clint Hill and ,4.6,Paperback
b2291,Blind Man's Bluff: The Untold Story of American Submarine Espionage,Sherry Sontag and ,4.7,Paperback
b2292,The Ladies' Room,Carolyn Brown,4.4,Paperback
b2293,GED Test Prep Plus 2018: 2 Practice Tests + Proven Strategies + Online (Kaplan Test Prep),Caren Van Slyke,4.7,Paperback
b2294,Devil in the Dark,Chris Lindberg,4.5,Kindle Edition
b2295,Air Fry Genius: 100+ New Recipes for EVERY Air Fryer (The Blue Jean Chef),Meredith Laurence,4.6,Paperback
b2296,Dad Is Fat,Jim Gaffigan,4.4,Paperback
b2297,Vincent and Theo: The Van Gogh Brothers,Deborah Heiligman,4.8,Hardcover
b2298,Etched in Sand: A True Story of Five Siblings Who Survived an Unspeakable Childhood on Long Island,Regina Calcaterra,4.7,Paperback
b2299,Mathematical Argumentation in Middle School-The What Why and How: A Step-by-Step Guide With Activities Games and Lesson Planning Tools (Corwin Mathematics Series),Jennifer Knudsen and ,4,Paperback
b2300,Building Blockchain Projects: Building decentralized Blockchain applications with Ethereum and Solidity,Narayan Prusty,4,Paperback
b2301,Mastering Kali Linux for Advanced Penetration Testing - Second Edition: Secure your network with Kali Linux - the ultimate white hat hackers' toolkit,Vijay Kumar Velu,5,Paperback
b2302,The Little Book of Big Weight Loss,Bernadette Fisers,4.5,Paperback
b2303,Last Another Day (Dangerous Days - Zombie Apocalypse Book 1),Baileigh Higgins,4.4,Kindle Edition
b2304,Rich Boys,Heather L. Benton,4.5,Kindle Edition
b2305,Triple Blind (Justice of the Covenant Book 1),M.R. Forbes,4.6,Kindle Edition
b2306,LOW-FODMAP Diet: Ultimate Beginners Guide And Cookbook With 4-week Meal Plan And 60 Easy And Healthy Gut-friendly Recipes,Lisa Quin,5,Kindle Edition
b2307,The Best Team Wins: The New Science of High Performance,Adrian Gostick and ,4.9,Hardcover
b2308,The Year of the Runaways,Sunjeev Sahota,4,Paperback
b2309,Best. State. Ever.: A Florida Man Defends His Homeland,Dave Barry,4.4,Paperback
b2310,The Story of Our Lives: A Novel,Helen Warner,3.9,Paperback
b2311,The APRN’s Complete Guide to Prescribing Drug Therapy 2018,Mari J. Wirfs PhD  MN  APRN  ANP-BC  FNP-BC  CNE,3.7,Paperback
b2312,Certified Nurse Educator (CNE) Review Manual Second Edition,Ruth Wittmann-Price PhD  CNS  RN  CNE and ,4.1,Paperback
b2313,ASP.NET Core 2 and Angular 5: Full-Stack Web Development with .NET Core and Angular,Valerio De Sanctis,4,Paperback
b2314,The Perfect Neighbors: A gripping psychological thriller with an ending you won’t see coming,Rachel Sargeant,,Kindle Edition
b2315,Mastering Embedded Linux Programming - Second Edition: Unleash the full potential of Embedded Linux with Linux 4.9 and Yocto Project 2.2 (Morty) Updates,Chris Simmonds,4.7,Paperback
b2316,Penetration Testing with Shellcode: Detect exploit and secure network-level and operating system vulnerabilities,Hamza Megahed,5,Paperback
b2317,CompTIA A+ Certification Guide (220-901 and 220-902): An all-in-one study guide with full practice tests,Matthew Bennett,,Paperback
b2318,The Best American Science and Nature Writing 2017 (The Best American Series ®),Hope Jahren and ,3.7,Paperback
b2319,Your Best Year Ever: A 5-Step Plan for Achieving Your Most Important Goals,Michael Hyatt,4.8,Hardcover
b2320,The Vatican Cookbook: Presented by the Pontifical Swiss Guard,David Geisser and ,4.9,Hardcover
b2321,Scala and Spark for Big Data Analytics: Explore the concepts of functional programming data streaming and machine learning,Md. Rezaul Karim and ,5,Paperback
b2322,C++ High Performance: Boost and optimize the performance of your C++17 code,Viktor Sehr and ,,Paperback
b2323,Guitar Fretboard Fluency: The Creative Guide to Mastering the Guitar,Joseph Alexander,4.6,Kindle Edition
b2324,Hatching Results for Elementary School Counseling: Implementing Core Curriculum and Other Tier One Activities,Trish Hatch and ,,Paperback
b2325,The Forgotten Seamstress,Liz Trenow,4.5,Paperback
b2326,Simply Gluten Free 5 Ingredient Cookbook: Fast Fresh & Simple! 15-Minute Recipes,Carol Kicinski,4.6,Paperback
b2327,Cuatro días de enero (Best Seller (Debolsillo)) (Spanish Edition),Jordi Sierra I Fabra,4.4,Paperback
b2328,The PBIS Tier Two Handbook: A Practical Approach to Implementing Targeted Interventions,Jessica Djabrayan Hannigan and ,4.3,Paperback
b2329,A Guide to Documenting Learning: Making Thinking Visible Meaningful Shareable and Amplified (Corwin Teaching Essentials),Silvia Rosenthal Tolisano and ,,Paperback
b2330,ROS Robotics By Example - Second Edition: Learning to control wheeled limbed and flying robots using ROS Kinetic Kame,Carol Fairchild and ,5,Paperback
b2331,Shadows in the Night & Never Sleep with Strangers (The Finnegan Connection),Heather Graham,5,Mass Market Paperback
b2332,All Time Best Appetizers (Cook's Illustrated),Cook's Illustrated,4.4,Hardcover
b2333,Beauty in the Bible: Adult Coloring Book Volume 2 Premium Edition (Christian Coloring Bible Journaling and Lettering: Inspirational Gifts),Paige Tate Select and ,4.5,Paperback
b2334,MAT Strategies Practice & Review (Kaplan Test Prep),Kaplan Test Prep,4.7,Paperback
b2335,Mastering Linux Security and Hardening: Secure your Linux server and protect it from intruders malware attacks and other external threats,Donald A. Tevault,,Paperback
b2336,The Unbeatable Squirrel Girl: 2 Fuzzy 2 Furious (A Squirrel Girl Novel),Shannon Hale and ,5,Hardcover
b2337,THE 1%: What The Richest 1% Do With Their Money To Achieve Their Financial  Goals And Dreams That The Remaining  99% Don't!,Jacob Nayman,4.6,Kindle Edition
b2338,The Big Book of Sides: More than 450 Recipes for the Best Vegetables Grains Salads Breads Sauces and More,Rick Rodgers,4.4,Hardcover
b2339,Plot Writing: Step-by-Step | 2 Manuscripts in 1 Book | Essential Plot Ideas Plot Hooks and Plot Structure Tricks Any Writer Can Learn (Writing Best Seller 15),Sandy Marsh,,Kindle Edition
b2340,The Paris Effect,K. S. R. Burns,4.2,Paperback
b2341,Helping Your Transgender Teen 2nd Edition: A Guide for Parents,Irwin Krieger,4.5,Paperback
b2342,The Cat Who Came In off the Roof,Annie M. G. Schmidt and ,4.6,Paperback
b2343,From STEM to STEAM: Brain-Compatible Strategies and Lessons That Integrate the Arts,David A. Sousa and ,,Paperback
b2344,Frenzied - A Suspense Thriller,Brandon Massey,4.4,Kindle Edition
b2345,Fingerstyle Blues Guitar: Master Acoustic Blues Guitar Fingerpicking and Soloing,Joseph Alexander,4.6,Kindle Edition
b2346,A Garland of Grace: An Inspirational Adult Coloring Book Featuring the Proverbs,Christian Art Publishers,4.9,Paperback
b2347,The Last Thing She Ever Did,Gregg Olsen,4.4,Paperback
b2348,The Vegan Air Fryer: The Healthier Way to Enjoy Deep-Fried Flavors,JL Fields,4.7,Paperback
b2349,Enduring Vietnam: An American Generation and Its War,James Wright,4.5,Hardcover
b2350,The Criminal Lawyer (Mass Market Paperback): (A Good Lawyer Novel),Thomas Benigno,4.3,Paperback
b2351,Among Heroes: A U.S. Navy SEAL's True Story of Friendship Heroism and the Ultimate Sacrifice,Brandon Webb and ,4.8,Paperback
b2352,Gold in the Keys: A Logan Dodge Adventure (Florida Keys Adventure Series Book 1),Matthew Rief,,Kindle Edition
b2353,Python Penetration Testing Cookbook: Practical recipes on implementing information gathering network security intrusion detection and post-exploitation,Rejah Rehim,5,Paperback
b2354,Building Microservices with Go,Nic Jackson,4.3,Paperback
b2355,Void Wyrm: The Magitech Chronicles Book 2,Chris Fox,4.7,Kindle Edition
b2356,Best Little Stories from World War II: More than 100 true stories,C. Brian Kelly,4.2,Paperback
b2357,Free Spirit Coloring Book (Coloring is Fun) (Design Originals) 32 Whimsical & Quirky Art Activities from Thaneeya McArdle on High-Quality Extra-Thick Perforated Pages that Resist Bleed-Through,Thaneeya Mcardle,4.6,Paperback
b2358,The Big Book of Paleo Slow Cooking: 200 Nourishing Recipes That Cook Carefree for Everyday Dinners and Weekend Feasts,Natalie Perry,4.8,Paperback
b2359,Splendid Isolation: The Jekyll Island Millionaires' Club 1888-1942,Pamela Bauer Mueller Jekyll Island,4.2,Paperback
b2360,The Capitalist Code: It Can Save Your Life and Make You Very Rich,Ben Stein,4.2,Hardcover
b2361,12-Lead EKG Confidence Third Edition: A Step-By-Step Guide,Jacqueline M. Green MS RN APN  NE-BC and ,5,Paperback
b2362,Red Hat Enterprise Linux Troubleshooting Guide,Benjamin Cane,4.8,Paperback
b2363,Starship Eternal (War Eternal Book 1),M.R. Forbes,4.4,Kindle Edition
b2364,The Mayo Clinic Diabetes Diet: The #1 New York Bestseller adapted for people with diabetes,the weight-loss experts at Mayo Clinic,4.1,Paperback
b2365,I Am Earth: An Earth Day Book for Kids,James McDonald and ,4.7,Kindle Edition
b2366,IXL Math Workbook Grade 3,IXL Learning,4.8,Kindle Edition
b2367,When I Found You,Catherine Ryan Hyde,4.4,Paperback
b2368,To The North,Bruce W. Perry and ,,Kindle Edition
b2369,Eating Better for Parkinson’s: A Nutritional Starter Guide,Heather Zwickey,3.5,Kindle Edition
b2370,C# 7.1 and .NET Core 2.0 - Modern Cross-Platform Development - Third Edition: Create powerful applications with .NET Standard 2.0 ASP.NET Core 2.0 ... Visual Studio 2017 or Visual Studio Code,Mark J. Price,4.3,Paperback
b2371,The Summer That Made Us: A Novel,Robyn Carr,4.6,Paperback
b2372,The Mermaid's Sister,Carrie Anne Noble,4.2,Paperback
b2373,The Inspiration Code: How the Best Leaders Energize People Every Day,Kristi Hedges,4.7,Hardcover
b2374,1001 Heart Healthy Recipes: Quick Delicious Recipes High in Fiber and Low in Sodium and Cholesterol That Keep You Committed to Your Healthy Lifestyle,Dick Logue,4.3,Paperback
b2375,Anarchy Inc.: Profiting in a Decentralized World with Artificial Intelligence and Blockchain,Patrick Schwerdtfeger,4.7,Kindle Edition
b2376,The World Ahead: A Pulp Space Opera (The Shattered Cosmos Book 2),Chucho Jones and ,,Kindle Edition
b2377,THE SECRETS OF HAPPY AND GENIUS BABY: Bring up your babies to be genius and happiest baby in the first 6 years,T.P. JENNY,,Kindle Edition
b2378,Photographer's Guide to the Sony DSC-RX10 IV: Getting the Most from Sony's Advanced Digital Camera,Alexander White,4.9,Kindle Edition
b2379,Mastering ASP.NET Core 2.0: MVC patterns configuration routing deployment and more,Ricardo Peres,3.5,Paperback
b2380,Black Panther The Young Prince (Marvel Black Panther),Ronald L. Smith,4.3,Hardcover
b2381,Beneath the Skin: A dark psychological thriller with a stunning twist,Caroline England,3.9,Paperback
b2382,Joe and Sparky Get New Wheels: Candlewick Sparks,Jamie Michalak and ,,Paperback
b2383,Heavy Metal Rhythm Guitar: The Essential Guide to Heavy Metal Rock Guitar,Rob Thorpe and ,4.8,Kindle Edition
b2384,Thunder: An Elephant's Journey - The Novel,Erik Daniel Shein and ,5,Kindle Edition
b2385,#ProMa: Product Management Tools Methods and Some Off-the-wall Ideas,Dinker Charak,,Kindle Edition
b2386,Puppet 5 Beginner's Guide - Third Edition: Go from newbie to pro with Puppet 5,John Arundel,5,Paperback
b2387,The Things We Wish Were True,Marybeth Mayhew Whalen,4.2,Paperback
b2388,The Ultimate Soups & Stews Book: More than 400 Satisfying Meals in a Bowl (Better Homes and Gardens Ultimate),Better Homes and Gardens,4.4,Paperback
b2389,Katie Chin's Everyday Chinese Cookbook: 101 Delicious Recipes from My Mother's Kitchen,Katie Chin and ,4.7,Hardcover
b2390,How to be The Startup Hero: A Guide and Textbook for Entrepreneurs and Aspiring Entrepreneurs,Tim Draper,4.8,Kindle Edition
b2391,Xamarin 4.x Cross-Platform Application Development - Third Edition,Jonathan Peppers,3.5,Paperback
b2392,Mastering Aperture Shutter Speed ISO and Exposure,Unknown,4.4,Kindle Edition
b2393,Deep Learning with Keras: Implementing deep learning models and neural networks with the power of Python,Antonio Gulli and ,3.6,Paperback
b2394,White Rage: The Unspoken Truth of Our Racial Divide,Carol Anderson,4.5,Paperback
b2395,Second House from the Corner: A Novel of Marriage Secrets and Lies,Sadeqa Johnson,4.1,Paperback
b2396,101 Asian Dishes You Need to Cook Before You Die: Discover a New World of Flavors in Authentic Recipes,Jet Tila,4.6,Paperback
b2397,Bramble and Maggie: Snow Day (Candlewick Sparks),Jessie Haas and ,,Paperback
b2398,The Light Between Oceans: A Novel,M.L. Stedman,4.5,Paperback
b2399,Lies We Tell Ourselves: A New York Times bestseller (Harlequin Teen),Robin Talley,4.3,Paperback
b2400,The Little Black Book of Human Resources Management,Barry Wolfe,4.7,Kindle Edition
b2401,Manipulation: 12 Dangerous Persuasion Secrets Used by The World's Most Powerful Men to Manipulate Persuade & Influence People (Manipulation Series),Mark Eriksson,3.8,Kindle Edition
b2402,Social Work ASWB Masters Practice Test Second Edition: 170 Questions to Identify Knowledge Gaps,Dawn Apgar PhD  LSW  ACSW,5,Paperback
b2403,How to Make Big Money in Small Apartments,Lance Edwards,4.3,Kindle Edition
b2404,The Dragon Behind the Glass: A True Story of Power Obsession and the World's Most Coveted Fish,Emily Voigt,4.6,Paperback
b2405,The Secret Files of Fairday Morrow,Jessica Haight and ,4.8,Paperback
b2406,The Spy's Son: The True Story of the Highest-Ranking CIA Officer Ever Convicted of Espionage and the Son He Trained to Spy for Russia,Bryan Denson,4.6,Paperback
b2407,Wisteria Witches (Wisteria Witches Mysteries Book 1),Angela Pepper,4.3,Kindle Edition
b2408,WHY ARE WE SO IMBECILE?: 6th EDITION A SARCASTIC AND SHARP JOURNEY THROUGH THE MISERIES OF THE HUMAN BEHAVIOR.,J.M. RASKAVICH,,Kindle Edition
b2409,Baby Food Universe: Raise Adventurous Eaters with a Whole World of Flavorful Purées and Toddler Foods,Kawn Al-jabbouri and ,5,Paperback
b2410,Nick Bollettieri's Tennis Handbook-2nd Edition,Nick Bollettieri,,Paperback
b2411,Bad Decisions (Agent Juliet Book 1),E. M. Smith,,Kindle Edition
b2412,Organization Change: Theory and Practice,W. Warner Burke,3.9,Paperback
b2413,Freshwater Fishing Know Before You Go,Slow Sprint,5,Kindle Edition
b2414,Dr. Pestana's Surgery Notes: Top 180 Vignettes for the Surgical Wards (Kaplan Test Prep),Dr. Carlos Pestana,4.5,Paperback
b2415,Color & Frame Adult Coloring Book - In the Forest,Editors of Publications International Ltd. and ,4,Spiral-bound
b2416,The Fight: A Secret Service Agent's Inside Account of Security Failings and the Political Machine,Dan Bongino,4.5,Paperback
b2417,Ian McEwan Bestsellers: The Child in Time The Cement Garden The Comfort of Strangers,Ian McEwan,,Kindle Edition
b2418,All Rights Reserved: A New YA Science Fiction Book (Word$),Gregory Scott Katsoulis,4.3,Hardcover
b2419,Me Myself and Pie (The Pinecraft Collection),Sherry Gore,4.8,Hardcover
b2420,The Beginner's Guide to Cheese Making: Easy Recipes and Lessons to Make Your Own Handcrafted Cheeses,Elena R. Santogade,4.6,Kindle Edition
b2421,Never Forsaken (The Kurtherian Gambit Book 5),Michael Anderle,4.8,Kindle Edition
b2422,Positioning Analysis in Commodity Markets: Bridging Fundamental & Technical Analysis,Mark J S Keenan,5,Kindle Edition
b2423,The New York Times Best of the Week Series: Friday Crosswords: 50 Challenging Puzzles (The New York Times Crossword Puzzles),The New York Times and ,4.5,Spiral-bound
b2424,The Constitution of the United States,Delegates of the Constitutional Convention,4.7,Paperback
b2425,Billy Martin: Baseball's Flawed Genius,Bill Pennington,4.6,Paperback
b2426,The Complete Guide to Playing Blues Guitar Book Two: Lead Guitar Melodic Phrasing (Play Blues Guitar 2),Joseph Alexander,4.8,Kindle Edition
b2427,100 Classic Rock Licks for Guitar: Learn 100 Rock Guitar Licks In The Style Of The World’s 20 Greatest Players (Guitar Licks in the Style of...),Joseph Alexander and ,4.9,Kindle Edition
b2428,Believe Ask Act: Divine Steps to Raise Your Intuition Create Change and Discover Happiness,MaryAnn DiMarco,4.7,Hardcover
b2429,Kentucky Bourbon Trail The: A Revised Edition (Images of America),Berkeley and ,,Paperback
b2430,The Perks of Being a Wallflower,Stephen Chbosky,4.6,Paperback
b2431,Max: Best Friend Hero Marine,Jennifer Li Shotz,4.7,Paperback
b2432,Darkest Before The Dawn (The Second Dark Ages Book 3),Michael Anderle and ,,Kindle Edition
b2433,Photographer's Guide to the Panasonic ZS100/TZ100,Alexander White,4.5,Kindle Edition
b2434,MCAT 528 Advanced Prep 2018-2019: Online + Book (Kaplan Test Prep),Kaplan Test Prep,3.9,Paperback
b2435,The Southern Cake Book,The Editors of Southern Living,4.8,Flexibound
b2436,The Best American Essays 2017 (The Best American Series ®),Leslie Jamison and ,4.1,Paperback
b2437,This Beautiful Life: the emotional and uplifting novel from the #1 bestseller,Katie Marsh,,Paperback
b2438,Monster,Steve Jackson,4.3,Mass Market Paperback
b2439,The Mountain Men: The Dramatic History And Lore Of The First Frontiersmen,George Laycock,5,Paperback
b2440,The Dark Messiah (The Second Dark Ages Book 1),Michael Anderle,4.7,Kindle Edition
b2441,DAT 2017-2018 Strategies Practice & Review with 2 Practice Tests: Online + Book (Kaplan Test Prep),Kaplan Test Prep,4,Paperback
b2442,Learning Tableau 10 - Second Edition: Business Intelligence and data visualization that brings your business into focus,Joshua N. Milligan,4.1,Paperback
b2443,Guardians of Jupiter (Void Dragon Hunters Book 1),Felix R. Savage,5,Kindle Edition
b2444,Relaxing Mandalas: Coloring Book for Senior Citizens: Adult Coloring Book for Seniors (Volume 1),Plush Coloring Books and ,,Paperback
b2445,Hummingbird: Essays (Genuine Rare Bird Book),Jude Angelini,4.9,Paperback
b2446,2k to 10k: Writing Faster Writing Better and Writing More of What You Love,Rachel Aaron,4.6,Kindle Edition
b2447,Windows Server 2016 Administration Fundamentals: Deploy set up and deliver network services with Windows Server while preparing for the MTA 98-365 exam and pass it with ease,Bekim Dauti,,Paperback
b2448,Sight Reading Mastery for Guitar: Unlimited reading and rhythm exercises in all keys (Sight Reading for Modern Instruments Book 1),Joseph Alexander,4.4,Kindle Edition
b2449,Vibrant India: Fresh Vegetarian Recipes from Bangalore to Brooklyn,Chitra Agrawal,4.5,Hardcover
b2450,Pop Art,Klaus Honnef,4.4,Hardcover
b2451,Trauma Made Simple: Competencies in Assessment Treatment and Working with Survivors,Jamie Marich PhD,4.5,Paperback
b2452,Beyond Rhythm Guitar: Riffs Licks and Fills: Build Riffs Fills & Solos around the most Important Chord Shapes in Rock & Blues guitar (Play Rhythm Guitar),Simon Pratt and ,4.3,Kindle Edition
b2453,Unlocking Student Talent: The New Science of Developing Expertise,Robin J. Fogarty and ,5,Paperback
b2454,American Warfighter: Brotherhood Survival and Uncommon Valor in Iraq 2003-2011,J. Pepper Bryars,4.8,Kindle Edition
b2455,Blueprints Visual Scripting for Unreal Engine: Build professional 3D games with Unreal Engine 4's Visual Scripting system,Brenden Sewell,4.2,Paperback
b2456,Addicted to Dimensional Geometry and Tessellations: An Adult Coloring Book (Addicted to Adult Coloring Books) (Volume 1),The Addicted to Adult Coloring Books Team and ,4.2,Paperback
b2457,Fix-It and Forget-It Baking with Your Slow Cooker: 150 Slow Cooker Recipes for Breads Pizza Cakes Tarts Crisps Bars Pies Cupcakes and More!,Phyllis Good,4.3,Paperback
b2458,The Air Fryer Bible (Cookbook): More Than 200 Healthier Recipes for Your Favorite Foods,Susan LaBorde and ,4.4,Paperback
b2459,Instant Pot Gluten Free:: Easy Healthy Instant Pot Cookbook 2018 Best Seller Product Details Instant Pot Cookbook Recipes for Your Electric Pressure Cooker,Caroline Gershon,,Paperback
b2460,Physical Medicine and Rehabilitation Pocketpedia Third Edition,Matthew Shatzer DO and ,,Paperback
b2461,The Brilliance of Black Boys: Cultivating School Success in the Early Grades,Brian L. Wright and ,5,Paperback
b2462,Healing the Fractured Child: Diagnosis and Treatment of Youth With Dissociation,Frances S. Waters DCSW  LMSW  LMFT,5,Paperback
b2463,My Mother Was Nuts,Penny Marshall,4.1,Paperback
b2464,Adult Coloring Book: Animal Best Sellers: Animals & Nature Designs and Patterns,Best Selling Adult Coloring Book Team,4.5,Paperback
b2465,Gospel Birds: And Other Stories of Lake Wobegon,Garrison Keillor,4.8,Audio CD
b2466,Fundamental Changes in Jazz Guitar: An In Depth Study of Major ii V I Bebop Soloing: Master Jazz Guitar Soloing,Joseph Alexander,4.8,Kindle Edition
b2467,Delicious Diabetic Recipes: The Gourmet Cookbook for a Healthy Life,Rani Polak,4.5,Paperback
